1930	0
1940	0.17
4520	0.17
5220	0.17
5360	0.17
5390	0.17
5360	0.17
5330	0.17
5330	0.17
5300	0.17
5280	0.17
5220	0.17
5190	0.17
5160	0.17
5150	0.17
5420	0.17
7260	0.17
9780	0.17
11680	0.18
13320	0.18
16210	0.18
19750	0.18
24600	0.19
28660	0.21
29850	0.23
31370	0.25
32260	0.27
33870	0.3
37560	0.32
42920	0.35
48460	0.38
54040	0.44
60500	0.42
57300	0.39
52850	0.37
51460	0.37
51090	0.37
50880	0.37
50490	0.37
50190	0.37
49780	0.37
49730	0.37
49500	0.37
49480	0.38
49370	0.38
49400	0.38
49270	0.38
49290	0.38
49200	0.39
49230	0.39
49170	0.39
50730	0.39
49700	0.39
49460	0.4
50200	0.39
49710	0.39
50840	0.39
50230	0.39
49860	0.39
50340	0.39
49550	0.39
50580	0.39
49850	0.39
49690	0.39
50730	0.39
49630	0.39
50520	0.39
49790	0.39
50210	0.39
50180	0.39
49690	0.39
50420	0.39
49430	0.4
50650	0.39
49520	0.4
50490	0.39
49640	0.39
50550	0.39
49890	0.39
49490	0.39
50500	0.39
49530	0.39
50890	0.39
49750	0.39
49660	0.39
50210	0.39
49600	0.39
50210	0.39
49980	0.39
49900	0.39
49830	0.39
50040	0.39
50150	0.39
51940	0.42
54680	0.43
57110	0.44
56980	0.44
56510	0.45
56610	0.46
56910	0.46
58390	0.46
58110	0.46
58600	0.48
60490	0.52
64390	0.54
66320	0.55
66520	0.55
67520	0.55
67290	0.56
66820	0.57
66490	0.58
68830	0.61
73290	0.64
75460	0.66
76210	0.67
76810	0.67
78020	0.66
77060	0.67
77350	0.67
77770	0.67
78020	0.67
79420	0.7
82650	0.74
85930	0.75
87140	0.76
87110	0.76
87440	0.76
88130	0.75
87740	0.76
87910	0.76
91100	0.8
95220	0.82
97830	0.83
97410	0.84
97700	0.83
97810	0.83
97540	0.83
97550	0.84
101810	0.87
105080	0.92
106800	0.94
106940	0.95
107580	0.94
107880	0.94
108580	0.93
107550	0.95
108030	0.96
112170	1.02
117240	1.03
118100	1.02
117880	1.03
117380	1.04
117650	1.04
117660	1.04
117870	1.04
117300	1.08
122510	1.14
125580	1.2
125860	1.23
126080	1.24
127970	1.19
128230	1.19
128140	1.2
128810	1.17
128610	1.2
131100	1.32
137570	1.35
137910	1.35
138420	1.34
138030	1.36
138120	1.36
138430	1.35
138340	1.36
139550	1.45
144010	1.52
146690	1.57
147760	1.56
146780	1.6
148030	1.58
148520	1.57
148070	1.58
147960	1.59
148290	1.57
152290	1.76
157650	1.83
157810	1.85
158000	1.86
158290	1.87
158400	1.86
158370	1.87
158700	1.86
158530	1.86
160580	2
162700	2.09
164270	2.11
164700	2.13
164660	2.13
165200	2.12
164540	2.13
164980	2.13
165500	2.11
164580	2.13
165430	2.11
155260	1.5
129100	0.95
102880	0.67
85700	0.54
71270	0.42
59240	0.37
53190	0.35
51120	0.37
52330	0.37
51880	0.36
50600	0.36
50090	0.36
50060	0.36
50070	0.36
49960	0.36
49860	0.36
49840	0.36
49640	0.36
49570	0.36
49700	0.36
50090	0.36
49740	0.37
54340	0.5
69750	0.68
93270	0.93
122110	1.37
157150	2.03
161770	2.1
161740	2.18
164790	2.21
165050	2.19
163870	2.2
165880	2.15
164850	2.18
165320	2.16
164900	2.16
165520	2.14
161570	1.72
132700	0.95
99590	0.59
73780	0.42
60140	0.37
53430	0.35
51130	0.37
52620	0.36
51840	0.36
50570	0.36
50200	0.36
50120	0.36
50110	0.36
50280	0.36
50390	0.36
